age,job,marital,education,default,housing,loan,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
44,admin.,married,university.degree,unknown,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
45,admin.,married,high.school,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
28,services,single,basic.9y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
59,retired,married,basic.9y,no,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
42,services,single,unknown,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
58,services,married,basic.4y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
51,services,married,professional.course,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
31,blue-collar,married,basic.4y,unknown,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
49,unemployed,married,basic.9y,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
48,blue-collar,married,high.school,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
52,technician,married,basic.9y,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
29,blue-collar,single,basic.6y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
60,self-employed,married,professional.course,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
28,admin.,single,professional.course,no,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
30,admin.,married,high.school,no,unknown,unknown,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
30,admin.,single,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
36,blue-collar,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
56,admin.,divorced,high.school,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
29,blue-collar,married,basic.9y,no,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
45,technician,single,professional.course,unknown,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
51,management,married,university.degree,unknown,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
35,self-employed,married,professional.course,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
30,services,divorced,high.school,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
39,blue-collar,married,basic.6y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
25,technician,single,professional.course,no,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
36,blue-collar,single,basic.4y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
38,blue-collar,single,high.school,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
29,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
36,blue-collar,single,basic.9y,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
37,admin.,single,university.degree,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
42,admin.,divorced,high.school,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
58,retired,single,professional.course,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
49,services,divorced,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
55,technician,unknown,unknown,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
58,retired,married,high.school,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes
34,admin.,single,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
29,blue-collar,divorced,basic.4y,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
46,unknown,married,basic.4y,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
38,blue-collar,married,high.school,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
27,technician,single,unknown,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
39,self-employed,divorced,professional.course,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
60,retired,divorced,basic.4y,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
42,blue-collar,married,basic.9y,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
35,blue-collar,married,basic.9y,unknown,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
31,services,single,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,yes
34,blue-collar,married,basic.6y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
38,blue-collar,single,high.school,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,yes
39,services,married,basic.9y,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
33,services,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
34,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
32,management,married,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
29,admin.,single,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
44,blue-collar,married,basic.6y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
50,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
59,housemaid,married,basic.6y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
26,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
29,services,married,high.school,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
34,admin.,married,high.school,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
39,self-employed,married,basic.6y,unknown,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
24,technician,single,basic.9y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
34,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
37,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
27,self-employed,single,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,yes
30,technician,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
58,services,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
58,services,married,high.school,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
40,services,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
37,blue-collar,married,basic.4y,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
40,management,married,basic.9y,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
33,technician,single,professional.course,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
32,services,single,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
34,admin.,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
27,admin.,single,professional.course,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
27,admin.,single,professional.course,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
27,self-employed,single,university.degree,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
36,blue-collar,single,basic.4y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
42,admin.,single,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
51,services,married,high.school,no,unknown,unknown,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
30,blue-collar,married,basic.9y,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
28,blue-collar,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
58,technician,married,basic.4y,unknown,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
29,blue-collar,married,unknown,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
35,technician,single,professional.course,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
29,blue-collar,single,basic.9y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
41,blue-collar,married,professional.course,unknown,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
59,technician,divorced,basic.4y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
35,admin.,married,high.school,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
42,blue-collar,married,basic.9y,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
58,blue-collar,married,basic.4y,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
30,entrepreneur,married,basic.9y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
42,blue-collar,married,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
40,blue-collar,married,basic.9y,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
54,admin.,married,university.degree,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
47,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
30,blue-collar,single,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
35,blue-collar,married,basic.6y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
49,housemaid,divorced,basic.4y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
49,housemaid,married,basic.4y,no,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
45,technician,single,professional.course,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
36,admin.,married,high.school,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
29,services,divorced,high.school,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
30,entrepreneur,divorced,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
44,blue-collar,single,basic.6y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
28,technician,single,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
40,blue-collar,married,basic.4y,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
39,technician,single,professional.course,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
49,blue-collar,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
37,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
52,self-employed,married,professional.course,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
23,services,single,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
40,entrepreneur,divorced,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
40,blue-collar,married,basic.6y,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
28,admin.,single,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
55,blue-collar,married,basic.4y,unknown,unknown,unknown,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
35,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
38,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
42,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
44,blue-collar,married,basic.4y,unknown,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
33,self-employed,married,professional.course,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
28,management,married,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
41,blue-collar,married,basic.6y,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
23,admin.,married,professional.course,no,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
58,retired,married,basic.4y,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
39,unemployed,married,basic.4y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
32,self-employed,divorced,professional.course,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
41,blue-collar,single,unknown,unknown,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
39,admin.,single,high.school,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
39,admin.,single,high.school,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
39,admin.,single,high.school,no,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
27,technician,single,university.degree,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
28,self-employed,single,university.degree,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
54,technician,divorced,basic.9y,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
29,admin.,single,high.school,no,unknown,unknown,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
29,blue-collar,married,basic.6y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
37,self-employed,single,university.degree,unknown,no,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
38,technician,single,university.degree,no,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
44,technician,married,university.degree,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
53,technician,married,basic.9y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,yes
39,blue-collar,married,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
31,housemaid,married,basic.4y,no,no,no,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
41,blue-collar,married,basic.4y,no,yes,yes,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
41,entrepreneur,married,university.degree,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
49,blue-collar,married,basic.9y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
25,services,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,yes
41,blue-collar,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
53,management,married,university.degree,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
41,blue-collar,married,basic.4y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
56,retired,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
41,services,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
35,blue-collar,married,unknown,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
28,admin.,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
28,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
33,blue-collar,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
29,self-employed,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
54,blue-collar,married,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
31,blue-collar,married,basic.4y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
40,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
34,technician,single,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
37,technician,married,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
28,blue-collar,single,basic.6y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
45,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
28,blue-collar,married,basic.6y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
36,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
26,unemployed,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
38,blue-collar,married,basic.4y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
38,blue-collar,married,basic.4y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
44,admin.,divorced,unknown,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
27,unemployed,married,basic.9y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
56,services,divorced,high.school,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
52,technician,married,professional.course,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
42,unemployed,married,basic.9y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
49,blue-collar,married,basic.4y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
36,technician,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
58,management,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
41,housemaid,married,high.school,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
43,technician,single,professional.course,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
37,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
38,blue-collar,married,basic.9y,no,unknown,unknown,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
55,blue-collar,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
55,blue-collar,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
33,services,married,high.school,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
53,blue-collar,married,basic.9y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
42,admin.,married,basic.6y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
37,services,divorced,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
41,blue-collar,married,unknown,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
35,blue-collar,married,basic.6y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
47,retired,married,basic.4y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
32,admin.,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
47,blue-collar,divorced,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
57,retired,divorced,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
57,self-employed,married,professional.course,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
54,retired,married,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
41,services,single,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
35,admin.,married,high.school,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
27,entrepreneur,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
40,blue-collar,married,basic.9y,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,yes
40,admin.,married,high.school,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
53,technician,married,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
53,services,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
42,management,married,university.degree,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,yes
43,blue-collar,single,basic.4y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
26,blue-collar,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
40,admin.,divorced,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
39,blue-collar,married,unknown,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
46,housemaid,married,basic.4y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
41,blue-collar,married,basic.6y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
36,technician,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
38,blue-collar,married,basic.9y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
43,technician,single,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
50,blue-collar,divorced,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
39,blue-collar,married,basic.9y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
30,blue-collar,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
47,technician,married,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
49,technician,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
28,unemployed,single,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
31,services,single,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
51,services,married,high.school,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
28,services,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
28,management,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
28,admin.,single,university.degree,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
38,services,divorced,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
30,self-employed,married,university.degree,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
46,services,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
40,admin.,divorced,professional.course,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
51,services,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
45,management,single,university.degree,no,no,yes,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
36,retired,married,unknown,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
46,admin.,married,high.school,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
48,entrepreneur,married,basic.6y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
32,housemaid,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
30,blue-collar,divorced,basic.4y,no,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
56,management,married,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
29,admin.,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
43,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
29,technician,single,university.degree,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
42,blue-collar,married,basic.4y,unknown,yes,yes,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
39,technician,single,professional.course,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
52,retired,divorced,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
39,technician,single,professional.course,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
40,blue-collar,married,basic.9y,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
53,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
30,blue-collar,single,basic.4y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
36,blue-collar,married,basic.9y,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
28,blue-collar,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
37,blue-collar,married,basic.6y,unknown,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
38,blue-collar,married,basic.6y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
38,blue-collar,married,high.school,no,yes,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
48,blue-collar,married,basic.6y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
45,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
58,technician,married,university.degree,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
41,admin.,married,high.school,no,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
35,unemployed,married,basic.9y,unknown,no,no,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
